"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.6.1","beta.7.1","beta.8.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.6.2","beta.7.2","beta.8.2","sigma.1","sigma.2","sigma.3","sigma.4","sigma.5","sigma.6","sigma.7","sigma.8","lp__"
"11",0.102293343219257,0.391704547641165,0.897324251598492,1.11506509484365,-0.306371050252678,-0.094663088551884,0.150083550251689,-0.0308128144073992,0.915934865440054,0.850924592667969,0.725726981559733,0.593540308712773,1.07341973686017,1.0145153205117,0.948464332740811,1.00351412206416,0.120301956525324,0.485791108965902,0.917772549000532,0.0834561479196291,0.0635420786726031,0.0151844810612662,0.0780941774281272,0.015661817245983,75.6814778397261
"12",0.7524350563826,-0.371268404244195,0.533559503072174,0.29202639342768,0.304790801879029,-0.094251585141909,-0.0216198127835038,-0.0263195549379877,0.733943192592714,1.05305823386445,0.719027511597961,0.870635739450532,0.894324496207072,1.02163617998427,0.993321168659044,1.00557828603152,0.320274377341198,0.137263236278998,0.29699711435498,0.365706834644361,0.181752539438283,0.0502085972139104,0.0579588124937857,0.0160729366159017,76.7462694271777
"13",0.666406192279172,0.473694431736191,-0.345584138529642,0.696635286932262,0.264993849554191,-0.0602027602795341,0.101726114632521,-0.0186197071224754,0.755659565880137,0.802800724968587,0.980067200884605,0.68848289401833,0.8602066379712,1.00607285442816,0.944581235442651,1.00338339360915,0.152786766733603,0.262102046042008,0.271562418644235,0.110286042833694,0.166325675576322,0.0146687339410516,0.0450723874714786,0.009819103699782,83.5736886577435
"14",1.10625250065984,-0.780223539617742,2.06965760944557,1.71431189256527,0.0112387405080647,-0.0860330568391622,-0.0173686944670091,0.0661398918422511,0.618067383980466,1.18932637028386,0.206727041648361,0.385846839284212,0.978529084822988,1.01392370102468,0.984878232614166,0.981679757788316,0.183986672436169,0.204028583933613,0.230335598338258,0.131265289660448,0.0776842838409365,0.0176693564372003,0.0633551576489905,0.0182629801367146,78.4074781939332
"15",0.0296601950264781,-0.553762412498002,1.18298358222756,1.73515713276605,0.191152149651561,-0.0375425388150748,0.128549291679834,-0.133468888816037,0.966891694845649,1.11294940865751,0.568392788333276,0.408011005244046,0.919449237422169,1.003363194935,0.935608104151886,1.03184567276463,0.295153285483149,0.346214760001614,0.134352508979271,0.148136798970629,0.1332040147069,0.011953384209426,0.0387372551519796,0.0271733711334026,72.2621195471358
"16",0.892539251543094,-0.554389405549166,-0.320199245544063,1.22278748274688,-0.0615290942044241,-0.0415052614715056,0.130068916626842,-0.00938391281575091,0.67119721997791,1.11598313457033,1.02698390425293,0.561502350430832,0.99477276061396,0.999923418539972,0.944406084214444,0.997228606698291,0.165292269838139,0.158282658834424,0.611203599163119,0.0600723925078037,0.106903437449024,0.0115090580919213,0.0496744273210518,0.0161619113307248,84.5961857454445
"17",0.821316946900589,-0.0538782744901996,1.14866423152566,0.581759920952835,-0.0264726015814396,-0.0683313811119429,-0.110328897260512,-0.00607435639232845,0.723578110888449,0.941986729255039,0.580246694238927,0.731245810811244,0.968180180995743,1.00766118237481,1.0121549234392,0.999928388664513,0.199850403638189,0.191171440221783,0.306663209916348,0.267211185717151,0.118115299009301,0.012116433224434,0.0606990974543899,0.00808308656021463,82.1637927276333
"18",0.770864140872267,0.594499247599261,-0.113330935449345,1.16752906405801,0.0973900946803726,-0.0789971217469993,-0.149988173598459,-0.0100356417706063,0.721695166925964,0.78662095176931,0.936682091282006,0.569889768938236,0.944713364084391,1.00944465611831,1.04024712127187,0.998860975549211,0.145450109292514,0.232190939162919,0.263400638419632,0.0576217288894128,0.108422358678276,0.0181143760809599,0.0940984930818191,0.0131429450303704,84.0455278438096
"19",0.912789307468607,-0.896047430265385,1.20389876782228,0.820738638474145,0.105844051837443,-0.181201591231514,-0.378501839745645,0.0168940882220486,0.691913074453141,1.18330320300525,0.674573682157942,0.676073628745555,0.931538361600149,1.04746396691215,1.08362760113142,0.993760290173903,0.132997585861485,0.116890401119932,0.803775735139631,0.0355776702247007,0.065926889313192,0.0306301525805642,0.0994710217516093,0.00656458318037996,68.9697124319159
"20",0.061114169139132,-0.105829056303048,1.05425150192298,0.976142497554138,-0.0187632230485517,-0.0979686363361493,-0.0743394568207663,-0.023240499964185,0.920714752802862,1.00442200784329,0.404214850274902,0.638299373993129,0.985544706780992,1.02075104012777,0.999930406974196,1.00301234056179,0.198302607713593,0.247465181648947,2.04373444220393,0.0771983214706935,0.0610865559179872,0.0138190085387278,0.0999844678878656,0.024071997772078,77.2532179929172
